,text_token,toxic,severe_toxic,obscene,threat,insult,identity_hate
7947,บิวกิ้นพีพี โชว์ รอบ พิเศษsummersonicextra เอาใจ แฟน คลับ พัน โชว์ ดี คู่ แฟน ทำ โปรเจกต์ ต้อนรับ กำลังใจ โตเกียวรวม ยิงadstruck บิวกิ้นพีพีppkrittbbillkin,0,0,0,0,0,0
409,ชั้น รำคาญ ได้ยิน คน บ่นนด่า กฎหมาย อ่อน กฎหมาย ดีบลา โทษ อย่า โทษ กม โทษ คน บังคับ กฎหมาย ปัญญาอ่อน กฎหมายitself ปัญญาอ่อน ท่าน ด่า หรอก,0,0,0,0,1,0
9230,บอ้ง โควท ตอแหล แคปทุก แพลตฟ อม มาดราม่า ทวิต สาบาน ตาย ทวิตปุ้ป ตาย ปั้ป,1,0,0,0,0,0
9500,กุเบื่อ ประเมินpaตอแหลว่า ลด เอกสาร ถ่าย คลิป กุ โรง เรียน บอร์ด ทำ กะนิทรรศการ ลิสต์ เอกสาร ร้อย อิควาย,1,0,0,0,1,0
6537,คุม แม็ก ทำ แผน ฆ่า สาว เปลือย ไทย รัฐนิวส์ โชว์ คดี แบ ทวิสโซเชียล ข่าว ข่าว ประหาร ใจ ดี ตัว เหี้ย แบ ชีวิต แลก ชีวิต ยุติธรรม,0,0,0,0,0,0
8302,เน็ตรรกาก,0,0,0,0,1,0
4403,พี่เจฟ ขาย ชา นม ซื้อ กิน,0,0,0,0,0,0
3091,อหพี่ หนุ่ม เรื่อง ยืม เงิน เรียน กยศ โหน กระแส,0,0,0,0,0,0
2726,เค้า แซว อช หญิง เหนวเหน่วคง กะ ท่าน หลิง หรอก มะคะ ห้วง สมุทรลิขิตจันทราดาราจักร รัก ลำนำ ใจlovelikethegalaxy月升沧海 จ้าว ลู่ซือ赵 zhaolusiⓒ ⓡdouyinofficial,0,0,0,0,0,0
477,ควยปัญญาอ่อน ชาติ หมา สันดานสถุล,1,0,0,0,0,0
1329,ข่วง สิงหาไร ทำ ชาย แท้เกย์,0,0,0,0,0,0
2283,แสบ ซน น่ารัก กอง ดาราจักรรักลานาใจ ห้วง สมุทรลิขิตจันทรา月 lovelikethegalaxy เจิงหลี 黎zengliสวีเจียว xujiaoเฉิน อี้หาน陈 chenyihanจางเยว่张 zhangyueจ้าวลู่ซือ赵 zhaolusi,0,0,0,0,0,0
9813,ชั้น เกลียด มุก แบ รี ล่า,0,0,0,0,0,0
5841,เริ้ด เดี๋ยว แอดเฟส บุคไป เย็ดกัน,0,0,1,0,0,0
1777,โอ้ย ดี ต่อใจ แม่ เมน รายการ คู่ ยิ้ม คน เหมือน คน บ้านุ๊กปาย คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
10095,เธอep แบ ตอน getว่าบท ระดับ แบ เหรอ ตอน ชัด น้อง ตีความ ตัว ละคร ดี ตีความ แบ ละคร ปกติ กลาย บท อิจฉา นางร้าย ละคร ทั่วไป รัก เกลียด มิติ เทา คนactingน้อย ดี,0,0,0,0,0,0
751,สองสาม เจอ เรื่อง ปัญญาอ่อน,0,0,0,0,0,0
6017,หนัง โป้ ฟรีจร้า น้องชิปปี้คลิปเต็มเย็ด คู่ ขาคา ชุด เมด คอส เพลย์,0,0,1,0,0,0
4226,เท้า เอว วีน หน้า จิ๋ว ยาด แสง หน้า ลูกหม่ามี๊ ชง นมเยวด้ายม้ายจิ๋ว หิวแย้วเนี่ยะะะboyslikeyouallyisback,0,0,0,0,0,0
7416,protonหมาย ชัดเจน ชัดเจน ชัดเจน ตาย สิบง,0,0,0,0,0,0
6264,จาง อุค ฆ่า ซูคืน ไหม ละที,0,0,0,0,0,0
6125,คืน งาน หา ตังค์ ซื้อ โทรศัพท์ นัดเย็ดชัยนาทรับ งาน เพศ,0,0,1,0,0,0
9318,ตอแหล หลักฐาน บันทึก ล็อก อิน บาท ตอ แหล กูล็อก อิน ต่อเนื่อง เว็บ กระจอก,0,0,0,0,1,0
8157,mtnu เกม ยิง ปืน,0,0,0,0,0,0
10135,เกลียด น่าชัง แข็งแรง แม่ น้อง ไดร์ฟนะ,0,0,0,0,0,0
5349,กุ นั่ง น้ำ ตา สึม ม่มี ใคชิบโพเดียว กะกุควย เย้น ขนาด,1,0,0,0,0,0
468,ถ่าย พี่ ปัญญาอ่อน เหรอ หยุด ค่า ว่าง สำหรับ ทำ งาน เลิก พิมพ์ เว้นวรรค เหมือน คน เรียน หนังสือ อะ ขัดใจ ฉอด ดี นิ ลอง ทำ งาน ดู,1,0,0,0,0,0
1545,ปลาย เงิน บาท ฟรี รายการ ป๊อป เปอร์แท้ สูด ดม ป๊อปเปอร์เกย์เกย์รุกเกย์เงี่ยนlgbtpopperpwd อึดทน เบิ้ล รอบ ชะลอหลั่ง คลิป มืด,0,0,1,0,0,0
8292,จงหลี่c อมตะ ทีม กาก ตาย,0,0,0,0,0,0
2683,สนใจ ติด top หนุ่ม หล่อ สนใจ พระ เอก อันดับ ต้น รู้ เหล่ย ใจ เหมือน หลิงปู้อี๋ ตัวตน ดาราจักรรักลานาใจ ห้วง สมุทรลิขิตจันทราอู๋เหล่ย,0,0,0,0,0,0
7456,แฮชาน โซแดมฮ้อต อะกุ ตาย,0,0,0,0,0,0
6421,อ้วน ฆ่า คน,0,0,0,0,0,0
1025,กิน ข้าวเหนียว โล ตอน กุ หิว อยู่ดี โอ๊ต อ้วน,0,0,0,0,0,0
4151,แฝด ล้วง ควย อ่ะมะ คืน,0,0,1,0,0,0
8473,เน็ต ทรู อาราย ไว ไฟ กาก,0,0,0,0,0,0
6611,ภูมิใจ น้อง กล้อง สด ฆ่า ชี ได้lalisatakesovervmaslisahitsmtvstageblackpinkinyourvmas,0,0,0,0,0,0
2354,รัก ตอน น้อง เหล่ย สะดุด น้อง รีบ พยุง อ่า ห้วง สมุทรลิขิตจันทราดาราจักรรักลานาใจ,0,0,0,0,0,0
5833,ปาร์ตี้สวิง แลกคู่ ผัว เย็ด เพื่อน ดู ทำ คลิป เต็มน ดู คลิป เต็ม,0,0,1,0,0,0
3869,ควยไรอี สัส หน้า หี,1,0,0,0,0,0
773,ลูก ชุบ ขนม หวาน ไทย นิยม เมือง จีน ร้าน ขนม หวาน นครหนานหนิง วาง จำหน่าย เซ็ต ลูก ชุบ หน้าตา เหมือน เชอร์รี สี แดง ก่ำ ลูก พีช สี ชมพู แวววาว ซูชิ ชิ้น อวบอ้วน สนใจ นิยม ลูกค้า จีน อ่าน,0,0,0,0,0,0
4867,อีอัมมี่ เลว ตัว ด้อม แบ คอมมู เหยียบ โลก จิง หีสนแตดสนควย บ้าผช แบ เหยียด หี แม่ ยุ แซะ มาเหยีย ดวง บ้าน ขุดวง เหยียบ เอ วง นูกู ไหม ก้ เตรียม ร้องไห้ แง ควย,1,0,1,0,1,0
8969,หล่อ ขนาด วะ กูรัก เหมือน ควาย ตัว นึง,0,0,0,0,0,0
8715,กุทัก ก้ อะ ไ้อควายเปนเหี้ยไร,1,0,0,0,0,0
9495,ตอ แหล เก่ง สี ถลอก,0,0,0,0,1,0
641,เค้า ใส่ น้ำตาล ไข่ เจียว ปัญญาอ่อน,1,0,0,0,0,0
4387,manjeนม,0,0,1,0,0,0
7180,ขยี้ ไห้ ตาย คา มือ,0,0,0,1,0,0
4252,เที่ยว เหรอ ลูก พี่ ตี๋ ดูแล น้องดี นมมัมมี่ ชง ใส่ เป๋า,0,0,0,0,0,0
3799,อมควย รู แนว หลอก ชาย ดู คลิป เต็ม jointhegroup,0,0,1,0,0,0
8616,เน็ต ผม กาก ผม ฟัง เพื่อน รู้ เรื่อง,0,0,0,0,0,0
8683,วัวควาย รู้จัก เจ็บ จัก ไหม เศษ สตางค์ เผด็จการ โยน ลาก อำนาจ ก่อ กรรม ทำ เข็น รู้ จบ,0,0,0,0,0,0
1108,อ้วน แบ ชอบ นครปฐม ชาย หุ่น หมี,0,0,0,0,0,0
6464,น้อง น้อง อายุ รู้ เสียง เรียกร้อง คน ฆ่า น้อง ตาย ซ้ำ รอบ เพิกเฉย,0,0,0,0,0,0
3755,swy พี่เทพ ควย พี่เทพ เต็ม รู หี น้อง เสียว มากใจ,0,0,1,0,0,0
1420,งาน พิกัด เซ็นทรัลราชภัฏอุดรเกย์เงี่ยนเกย์อุดรเกย์ งานเกย์ มัธยมเกย์ มหาลัยเกย์,0,0,1,0,0,0
6705,ปัน เทคโอเวอร์ ไอจี ทวิต ไอ่เด่ก,0,0,0,0,0,0
8832,เหนื่อย เหมือน ควายอีเหี้ย,1,0,0,0,0,0
5098,เลีย หี ดิ,0,0,1,0,0,0
5427,เบื่อ คน ดู ควย,0,0,1,0,0,0
5128,แฟน คลับ รุ่น พี่ปาก หี สอน,1,0,0,0,0,0
5711,เย็ด,0,0,1,0,0,0
8103,ยิง,0,0,0,1,0,0
1680,หา ชาย เกย์ คน สวิง เย็น สนุก ชาย แท้เกย์ไบสวิงสมุทรปราการ สาว สอง,0,0,1,0,0,0
6969,ตบ กุหรอ,0,0,0,0,0,0
633,ปัญญาอ่อนป่ะ ถาม เหี้ยไร โทษ เหมือน เอ๋ออ่ะอ่ ควาย ตอน ดี สุดท้าย งี้ กูพึ่ง ล้าง จาน อี สัสเหี้ยไร อี สัส ทำ พัง คน เหี้ยไร ล้าง จาน อก หลุด ซัก ทน มึฃ ไหส ล่ะ อีสัส,1,1,0,0,0,0
2569,รู้สึก เซ่าซาง คน เซนส์ เรื่อง อันตราย กี่ โดน โดน หลอก เข็ด เอะใจ นางลั่ว วัง คน ชะนี ผัว ใจ เจอ โหลว คน เหรอ ดาราจักร รัก ลำนำ ใจ,0,0,0,0,0,0
